"","word","freq"
"rescuer","rescuer",1
"rescuing","rescuing",1
"adapt","adapt",1
"schwertner","schwertner",1
"managers","managers",1
"covenant","covenant",1
"corner","corner",1
"reaping","reaping",1
"asthma","asthma",1
"energy","energy",1
"shutting","shutting",1
"billion","billion",1
"billions","billions",1
"alabamas","alabamas",1
"shambles","shambles",1
"kashmir’s","kashmir’s",1
"accused","accused",1
"boyfriend","boyfriend",1
"broadway","broadway",1
"client","client",1
"dancer","dancer",1
"issues’","issues’",1
"lawyer","lawyer",1
"murdering","murdering",1
"‘severe","‘severe",1
"backtoschool","backtoschool",1
"maryland","maryland",1
"injuries","injuries",1
"revealed","revealed",1
"indians","indians",1
"given","given",1
"huskies","huskies",1
"isaiah","isaiah",1
"suffered","suffered",1
"remove","remove",1
"loosely","loosely",1
"mad","mad",1
"optimizing","optimizing",1
"innovating","innovating",1
"space","space",1
"startups","startups",1
"workweek","workweek",1
"roll","roll",1
"sleeves","sleeves",1
"travel","travel",1
"lethal","lethal",1
"bruce","bruce",1
"confession","confession",1
"springsteen’s","springsteen’s",1
"jams","jams",1
"sitting","sitting",1
"traffic","traffic",1
"european","european",1
"peoplecentred","peoplecentred",1
"hopsin","hopsin",1
"literally","literally",1
"wanna","wanna",1
"adopted","adopted",1
"domestically","domestically",1
"eckerle","eckerle",1
"internationally","internationally",1
"judith","judith",1
"impede","impede",1
"cocktail","cocktail",1
"molotov","molotov",1
"suspect","suspect",1
"appointments","appointments",1
"escorts","escorts",1
"frequently","frequently",1
"coco","coco",1
"shortcomings","shortcomings",1
"supes","supes",1
"construct","construct",1
"sprague","sprague",1
"flags","flags",1
"uga","uga",1
"diagnosed","diagnosed",1
"poorly","poorly",1
"circle","circle",1
"clinician","clinician",1
"full","full",1
"klamath","klamath",1
"files","files",1
"motion","motion",1
"splc","splc",1
"added","added",1
"reading","reading",1
"writing","writing",1
"nih","nih",1
"tomorrow","tomorrow",1
"alleged","alleged",1
"apple","apple",1
"came","came",1
"environment","environment",1
"hostile","hostile",1
"counsellors","counsellors",1
"theyre","theyre",1
"flood","flood",1
"hinder","hinder",1
"payment","payment",1
"counsel","counsel",1
"californians","californians",1
"baptist","baptist",1
"worldmentalhealthday","worldmentalhealthday",1
"behind’","behind’",1
"fury’s","fury’s",1
"baton","baton",1
"drag","drag",1
"flooding","flooding",1
"rouges","rouges",1
"destigmatize","destigmatize",1
"yougoodman","yougoodman",1
"upheaval","upheaval",1
"battles","battles",1
"desperate","desperate",1
"inhome","inhome",1
"amy","amy",1
"larson","larson",1
"hashtag","hashtag",1
"ghetto","ghetto",1
"kennedy","kennedy",1
"greenville","greenville",1
"jews","jews",1
"asian","asian",1
"kong","kong",1
"lower","lower",1
"neighbours","neighbours",1
"scoring","scoring",1
"coming","coming",1
"menlo","menlo",1
"park","park",1
"organizing","organizing",1
"uni","uni",1
"changed","changed",1
"endless","endless",1
"indicator","indicator",1
"scroll","scroll",1
"creates","creates",1
"polk","polk",1
"restraints","restraints",1
"counselor","counselor",1
"trek","trek",1
"hampshire","hampshire",1
"wisdom","wisdom",1
"confidant","confidant",1
"started","started",1
"realignment","realignment",1
"joinedup","joinedup",1
"models","models",1
"uks","uks",1
"detroit","detroit",1
"television","television",1
"checked","checked",1
"math","math",1
"remains","remains",1
"hussain","hussain",1
"manawers","manawers",1
"performance","performance",1
"coaches","coaches",1
"swimmers","swimmers",1
"durham","durham",1
"hopeful","hopeful",1
"improvements","improvements",1
"sheriff","sheriff",1
"workforce","workforce",1
"helpers","helpers",1
"learning","learning",1
"jailhouse","jailhouse",1
"spends","spends",1
"austin","austin",1
"lawmaker","lawmaker",1
"unveils","unveils",1
"justiceinvolved","justiceinvolved",1
"detained","detained",1
"refusing","refusing",1
"let’s","let’s",1
"diego","diego",1
"librarians","librarians",1
"cascade","cascade",1
"charged","charged",1
"universitywide","universitywide",1
"genetically","genetically",1
"misuse","misuse",1
"adversity","adversity",1
"undoing","undoing",1
"charter","charter",1
"downtown","downtown",1
"eyed","eyed",1
"criticizes","criticizes",1
"note","note",1
"bin","bin",1
"name","name",1
"throw","throw",1
"todo","todo",1
"damaged","damaged",1
"minds","minds",1
"torture","torture",1
"shares","shares",1
"texasgov","texasgov",1
"dior","dior",1
"vargas","vargas",1
"ecumenical","ecumenical",1
"misdemeanors","misdemeanors",1
"repeat","repeat",1
"bcs","bcs",1
"hardin","hardin",1
"herschel","herschel",1
"sensible","sensible",1
"fury","fury",1
"opponent","opponent",1
"toughest","toughest",1
"centre","centre",1
"founded","founded",1
"stellas","stellas",1
"toronto","toronto",1
"buddy","buddy",1
"freshman","freshman",1
"ordered","ordered",1
"beliefs","beliefs",1
"metasynthesis","metasynthesis",1
"perception","perception",1
"eastern","eastern",1
"veterans’","veterans’",1
"fed","fed",1
"love","love",1
"dead","dead",1
"near","near",1
"ranked","ranked",1
"designed","designed",1
"effort","effort",1
"howard","howard",1
"necessarily","necessarily",1
"understaffed","understaffed",1
"postelection","postelection",1
"twitter","twitter",1
"oncampus","oncampus",1
"hunt","hunt",1
"nhss","nhss",1
"film","film",1
"equity","equity",1
"lax","lax",1
"worklife","worklife",1
"else","else",1
"something","something",1
"restructuring","restructuring",1
"substanceuse","substanceuse",1
"alliance","alliance",1
"eagle","eagle",1
"lou","lou",1
"oxford","oxford",1
"inclusion","inclusion",1
"enters","enters",1
"gubernatorial","gubernatorial",1
"context","context",1
"examine","examine",1
"divided","divided",1
"middle","middle",1
"strand","strand",1
"rely","rely",1
"aacc","aacc",1
"highlights","highlights",1
"adele","adele",1
"selfimprovement","selfimprovement",1
"starts","starts",1
"arizona","arizona",1
"companies","companies",1
"ccgs","ccgs",1
"fair","fair",1
"commanders","commanders",1
"disciplined","disciplined",1
"wanted","wanted",1
"instagrams","instagrams",1
"ucf","ucf",1
"ban","ban",1
"mps","mps",1
"animalassisted","animalassisted",1
"animals","animals",1
"algorithms","algorithms",1
"lowlevel","lowlevel",1
"rehab","rehab",1
"depressing","depressing",1
"percent","percent",1
"express","express",1
"drake","drake",1
"lyrics","lyrics",1
"box","box",1
"pill","pill",1
"systemsbased","systemsbased",1
"reinstatement","reinstatement",1
"quits","quits",1
"split","split",1
"staterun","staterun",1
"users","users",1
"cruel","cruel",1
"trick","trick",1
"custody","custody",1
"needs’","needs’",1
"routinely","routinely",1
"‘specialized","‘specialized",1
"opportunity","opportunity",1
"perfect","perfect",1
"rash","rash",1
"clinical","clinical",1
"patients’","patients’",1
"pharmacists","pharmacists",1
"activism","activism",1
"spurred","spurred",1
"schwartz","schwartz",1
"antidepressant","antidepressant",1
"listening","listening",1
"noone","noone",1
"releases","releases",1
"reporting","reporting",1
"habits","habits",1
"published","published",1
"communitys","communitys",1
"demographics","demographics",1
"economics","economics",1
"blue","blue",1
"differences","differences",1
"red","red",1
"shines","shines",1
"danger","danger",1
"rolls","rolls",1
"whitewashing","whitewashing",1
"service’","service’",1
"‘thank","‘thank",1
"increasingly","increasingly",1
"childfree","childfree",1
"array","array",1
"curriculum","curriculum",1
"deny","deny",1
"psychiatrys","psychiatrys",1
"realtime","realtime",1
"updates","updates",1
"reason","reason",1
"azpm","azpm",1
"pima","pima",1
"examination","examination",1
"virginias","virginias",1
"splcs","splcs",1
"attorney","attorney",1
"citing","citing",1
"district","district",1
"erich","erich",1
"nowsch","nowsch",1
"vast","vast",1
"inventing","inventing",1
"asylums","asylums",1
"abilene","abilene",1
"bme","bme",1
"raft","raft",1
"reality","reality",1
"uptick","uptick",1
"winston","winston",1
"intensive","intensive",1
"midjanuary","midjanuary",1
"abortion","abortion",1
"negatively","negatively",1
"underway","underway",1
"breakdown","breakdown",1
"accessing","accessing",1
"large","large",1
"outpatient","outpatient",1
"herders","herders",1
"midnight","midnight",1
"reindeer","reindeer",1
"stalks","stalks",1
"allegations","allegations",1
"dodge","dodge",1
"fraud","fraud",1
"legislators","legislators",1
"craft","craft",1
"curb","curb",1
"looking","looking",1
"prof","prof",1
"manitoba","manitoba",1
"ceres","ceres",1
"kidfriendly","kidfriendly",1
"mix","mix",1
"extraordinary","extraordinary",1
"isolating","isolating",1
"delta","delta",1
"soon","soon",1
"scouts","scouts",1
"cooccurring","cooccurring",1
"experience”","experience”",1
"“adverse","“adverse",1
"require","require",1
"savings","savings",1
"rifts","rifts",1
"antonio","antonio",1
"took","took",1
"mens","mens",1
"sexism","sexism",1
"telehealth","telehealth",1
"overwhelmed","overwhelmed",1
"understudied","understudied",1
"australians","australians",1
"country","country",1
"pitts","pitts",1
"significantly","significantly",1
"duvall","duvall",1
"shelley","shelley",1
"contribute","contribute",1
"emptying","emptying",1
"funneling","funneling",1
"oklahomans","oklahomans",1
"defining","defining",1
"develop","develop",1
"twice","twice",1
"committed","committed",1
"corps","corps",1
"arrangements","arrangements",1
"reimbursement","reimbursement",1
"standalone","standalone",1
"asking","asking",1
"childbirth","childbirth",1
"dad","dad",1
"approves","approves",1
"murphy","murphy",1
"neuroscience","neuroscience",1
"official","official",1
"eating","eating",1
"ever","ever",1
"legislation","legislation",1
"passed","passed",1
"duty","duty",1
"selfneglect","selfneglect",1
"tension","tension",1
"advantages","advantages",1
"marriage","marriage",1
